id,q_num,source_doc,bank_answer,bank_option_count,docx_block_id,docx_year_half,docx_q_num,docx_answer,docx_option_count,match_score,answer_status,needs_review
412,412,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#26,A,4,378,2023年下半年,27,A,1,0.99,same,False
413,413,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#27,B,4,379,2023年下半年,28,B,1,0.99,same,False
414,414,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#28,A,4,380,2023年下半年,29,A,4,0.99,same,False
415,415,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#29,D,4,381,2023年下半年,30,D,1,0.99,same,False
416,416,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#1,A,4,352,2023年下半年,1,A,1,0.99,same,False
417,417,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#2,D,4,353,2023年下半年,2,D,1,0.99,same,False
418,418,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#3,D,4,354,2023年下半年,3,D,1,0.99,same,False
419,419,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#4,A,4,355,2023年下半年,4,A,1,0.99,same,False
420,420,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#5,D,4,356,2023年下半年,5,D,4,0.99,same,False
421,421,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#6,D,4,357,2023年下半年,6,D,4,0.99,same,False
422,422,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#7,C,4,358,2023年下半年,7,C,1,0.99,same,False
423,423,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#8,A,4,360,2023年下半年,9,A,1,0.99,same,False
424,424,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#9,D,4,361,2023年下半年,10,D,1,0.99,same,False
425,425,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#10,A,4,362,2023年下半年,11,A,1,0.99,same,False
426,426,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#11,A,4,363,2023年下半年,12,A,1,0.99,same,False
427,427,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#12,A,4,364,2023年下半年,13,A,4,0.99,same,False
428,428,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#13,D,4,365,2023年下半年,14,D,4,0.99,same,False
429,429,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#14,D,4,366,2023年下半年,15,D,1,0.99,same,False
430,430,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#15,B,4,367,2023年下半年,16,B,4,0.99,same,False
431,431,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#16,D,4,368,2023年下半年,17,D,1,0.99,same,False
432,432,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#17,C,4,369,2023年下半年,18,C,4,0.99,same,False
433,433,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#18,D,4,370,2023年下半年,19,D,1,0.99,same,False
434,434,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#19,D,4,371,2023年下半年,20,D,4,0.99,same,False
435,435,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#20,A,4,372,2023年下半年,21,A,1,0.99,same,False
436,436,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#21,A,4,373,2023年下半年,22,A,1,0.99,same,False
437,437,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#22,B,4,374,2023年下半年,23,B,1,0.99,same,False
438,438,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#23,C,4,375,2023年下半年,24,C,1,0.99,same,False
439,439,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#24,A,4,376,2023年下半年,25,A,2,0.99,same,False
440,440,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#25,A,4,377,2023年下半年,26,A,4,0.99,same,False
441,441,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#26,A,4,378,2023年下半年,27,A,1,0.99,same,False
442,442,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#27,B,4,379,2023年下半年,28,B,1,0.99,same,False
443,443,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#28,A,4,380,2023年下半年,29,A,4,0.99,same,False
444,444,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#29,D,4,381,2023年下半年,30,D,1,0.99,same,False
445,445,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#30,D,4,382,2023年下半年,31,D,4,0.99,same,False
446,446,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#31,D,4,383,2023年下半年,32,D,4,0.99,same,False
447,447,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#32,C,4,384,2023年下半年,33,C,4,0.99,same,False
448,448,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#33,D,4,385,2023年下半年,34,D,1,0.99,same,False
449,449,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#34,B,4,386,2023年下半年,35,B,1,0.99,same,False
450,450,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#35,C,4,387,2023年下半年,36,C,4,0.99,same,False
451,451,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#36,B,4,388,2023年下半年,37,B,2,0.99,same,False
452,452,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#37,B,4,426,2023年下半年,38,B,1,0.99,same,False
453,453,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#38,D,4,427,2023年下半年,39,D,1,0.99,same,False
454,454,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#39,D,4,428,2023年下半年,40,D,2,0.99,same,False
455,455,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#40,A,4,429,2023年下半年,41,A,1,0.99,same,False
456,456,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#41,B,4,430,2023年下半年,42,B,3,0.99,same,False
457,457,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#42,B,4,431,2023年下半年,43,B,1,0.99,same,False
458,458,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#43,D,4,432,2023年下半年,44,D,4,0.99,same,False
459,459,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#44,C,4,433,2023年下半年,45,C,1,0.99,same,False
460,460,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#45,D,4,434,2023年下半年,46,D,4,0.99,same,False
461,461,ISPM:objective:2023年下半年考试试题（第4批）【有答案版】_ocr.pdf#46,D,4,435,2023年下半年,47,D,1,0.99,same,False
462,462,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#1,D,4,530,2024年上半年,1,D,1,0.99,same,False
463,463,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#2,C,4,531,2024年上半年,2,C,4,0.99,same,False
464,464,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#3,A,4,532,2024年上半年,3,A,4,0.99,same,False
465,465,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#4,B,4,533,2024年上半年,4,B,4,0.99,same,False
466,466,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#5,D,4,534,2024年上半年,5,D,4,0.99,same,False
467,467,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#6,D,4,535,2024年上半年,6,D,2,0.99,same,False
468,468,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#7,C,4,536,2024年上半年,7,C,4,0.99,same,False
469,469,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#8,D,4,538,2024年上半年,9,D,1,0.99,same,False
470,470,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#9,D,4,539,2024年上半年,10,D,4,0.99,same,False
471,471,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#10,C,4,540,2024年上半年,11,C,1,0.99,same,False
472,472,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#11,B,4,541,2024年上半年,12,B,4,0.99,same,False
473,473,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#12,C,4,542,2024年上半年,13,C,1,0.99,same,False
474,474,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#13,B,4,543,2024年上半年,14,B,4,0.99,same,False
475,475,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#14,C,4,544,2024年上半年,15,C,4,0.99,same,False
476,476,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#15,A,4,545,2024年上半年,16,A,2,0.99,same,False
477,477,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#16,C,4,546,2024年上半年,17,C,6,0.99,same,False
478,478,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#17,C,4,547,2024年上半年,18,C,1,0.99,same,False
479,479,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#18,A,4,548,2024年上半年,19,A,1,0.99,same,False
480,480,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#19,D,4,549,2024年上半年,20,D,1,0.99,same,False
481,481,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#20,A,4,550,2024年上半年,21,A,4,0.99,same,False
482,482,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#21,C,4,551,2024年上半年,22,C,1,0.99,same,False
483,483,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#22,B,4,552,2024年上半年,23,B,1,0.99,same,False
484,484,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#23,C,4,553,2024年上半年,24,C,1,0.99,same,False
485,485,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#24,A,4,554,2024年上半年,25,A,4,0.99,same,False
486,486,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#25,B,4,555,2024年上半年,26,B,1,0.99,same,False
487,487,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#26,A,4,556,2024年上半年,27,A,4,0.99,same,False
488,488,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#27,B,4,557,2024年上半年,28,B,4,0.99,same,False
489,489,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#28,A,4,558,2024年上半年,29,A,4,0.99,same,False
490,490,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#29,D,4,559,2024年上半年,30,D,1,0.99,same,False
491,491,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#30,B,4,560,2024年上半年,31,B,1,0.99,same,False
492,492,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#31,C,4,561,2024年上半年,32,C,4,0.99,same,False
493,493,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#32,D,4,562,2024年上半年,33,D,1,0.99,same,False
494,494,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#33,B,4,563,2024年上半年,34,B,2,0.99,same,False
495,495,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#34,A,4,564,2024年上半年,35,A,4,0.99,same,False
496,496,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#35,B,4,565,2024年上半年,36,B,4,0.99,same,False
497,497,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#36,C,4,566,2024年上半年,37,C,1,0.99,same,False
498,498,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#37,A,4,567,2024年上半年,38,A,4,0.99,same,False
499,499,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#38,B,4,568,2024年上半年,39,B,1,0.99,same,False
500,500,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#39,C,4,569,2024年上半年,40,C,1,0.99,same,False
501,501,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#40,A,4,570,2024年上半年,41,A,1,0.99,same,False
502,502,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#41,D,4,571,2024年上半年,42,D,1,0.99,same,False
503,503,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#42,B,4,572,2024年上半年,43,B,4,0.99,same,False
504,504,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#43,C,4,573,2024年上半年,44,C,1,0.99,same,False
505,505,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#44,C,4,574,2024年上半年,45,C,4,0.99,same,False
506,506,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#45,A,4,575,2024年上半年,46,A,1,0.99,same,False
507,507,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#46,C,4,574,2024年上半年,45,C,4,0.99,same,False
508,508,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#47,B,4,577,2024年上半年,48,B,4,0.99,same,False
509,509,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#48,C,4,578,2024年上半年,49,C,1,0.99,same,False
510,510,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#49,B,4,579,2024年上半年,50,B,4,0.99,same,False
511,511,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#50,D,4,580,2024年上半年,51,D,4,0.288,same,True
512,512,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#51,A,4,581,2024年上半年,52,A,1,0.99,same,False
513,513,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#52,C,4,582,2024年上半年,53,C,1,0.99,same,False
514,514,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#53,B,4,583,2024年上半年,54,B,4,0.99,same,False
515,515,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#54,B,4,584,2024年上半年,55,B,1,0.99,same,False
516,516,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#55,C,4,585,2024年上半年,56,C,4,0.99,same,False
517,517,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#56,D,4,586,2024年上半年,57,D,5,0.99,same,False
518,518,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#57,B,4,587,2024年上半年,58,B,1,0.99,same,False
519,519,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#58,C,4,588,2024年上半年,59,C,1,0.99,same,False
520,520,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#59,D,4,589,2024年上半年,60,D,1,0.99,same,False
521,521,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#60,B,4,590,2024年上半年,61,B,5,0.99,same,False
522,522,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#61,C,4,591,2024年上半年,62,C,4,0.99,same,False
523,523,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#62,A,4,592,2024年上半年,63,A,4,0.99,same,False
524,524,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#63,A,4,593,2024年上半年,64,A,3,0.99,same,False
525,525,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#64,C,4,594,2024年上半年,65,C,4,0.99,same,False
526,526,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#65,A,4,595,2024年上半年,66,A,4,0.99,same,False
527,527,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#66,C,4,596,2024年上半年,67,C,1,0.99,same,False
528,528,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#67,B,4,597,2024年上半年,68,B,1,0.99,same,False
529,529,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#68,A,4,598,2024年上半年,69,A,2,0.99,same,False
530,530,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#69,A,4,599,2024年上半年,70,A,1,0.99,same,False
531,531,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#70,B,4,620,2024年上半年,16,C,1,0.2838,mismatch,True
532,532,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#71,B,4,601,2024年上半年,72,B,4,0.99,same,False
533,533,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#72,B,4,602,2024年上半年,73,B,1,0.99,same,False
534,534,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#73,D,4,603,2024年上半年,74,D,1,0.99,same,False
535,535,ISPM:objective:2024年上半年考试试题（第1批）【有答案版】_ocr.pdf#74,A,4,604,2024年上半年,75,A,2,0.99,same,False
536,536,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#1,D,4,530,2024年上半年,1,D,1,0.99,same,False
537,537,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#2,C,4,531,2024年上半年,2,C,4,0.99,same,False
538,538,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#3,A,4,532,2024年上半年,3,A,4,0.99,same,False
539,539,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#4,B,4,533,2024年上半年,4,B,4,0.99,same,False
540,540,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#5,D,4,534,2024年上半年,5,D,4,0.99,same,False
541,541,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#6,D,4,535,2024年上半年,6,D,2,0.99,same,False
542,542,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#7,C,4,536,2024年上半年,7,C,4,0.99,same,False
543,543,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#8,B,4,537,2024年上半年,8,B,1,0.99,same,False
544,544,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#9,D,4,538,2024年上半年,9,D,1,0.99,same,False
545,545,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#10,D,4,539,2024年上半年,10,D,4,0.99,same,False
546,546,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#11,C,4,540,2024年上半年,11,C,1,0.99,same,False
547,547,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#12,B,4,541,2024年上半年,12,B,4,0.99,same,False
548,548,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#13,C,4,542,2024年上半年,13,C,1,0.99,same,False
549,549,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#14,B,4,543,2024年上半年,14,B,4,0.99,same,False
550,550,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#15,C,4,544,2024年上半年,15,C,4,0.99,same,False
551,551,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#16,A,4,545,2024年上半年,16,A,2,0.99,same,False
552,552,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#17,C,4,546,2024年上半年,17,C,6,0.99,same,False
553,553,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#18,C,4,547,2024年上半年,18,C,1,0.99,same,False
554,554,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#19,A,4,548,2024年上半年,19,A,1,0.99,same,False
555,555,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#20,D,4,549,2024年上半年,20,D,1,0.99,same,False
556,556,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#21,A,4,550,2024年上半年,21,A,4,0.99,same,False
557,557,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#22,C,4,551,2024年上半年,22,C,1,0.99,same,False
558,558,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#23,B,4,552,2024年上半年,23,B,1,0.99,same,False
559,559,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#24,C,4,553,2024年上半年,24,C,1,0.99,same,False
560,560,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#25,A,4,554,2024年上半年,25,A,4,0.99,same,False
561,561,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#26,B,4,555,2024年上半年,26,B,1,0.99,same,False
562,562,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#27,A,4,556,2024年上半年,27,A,4,0.99,same,False
563,563,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#28,B,4,557,2024年上半年,28,B,4,0.99,same,False
564,564,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#29,A,4,558,2024年上半年,29,A,4,0.99,same,False
565,565,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#30,D,4,559,2024年上半年,30,D,1,0.99,same,False
566,566,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#31,B,4,560,2024年上半年,31,B,1,0.99,same,False
567,567,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#32,C,4,561,2024年上半年,32,C,4,0.99,same,False
568,568,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#33,D,4,562,2024年上半年,33,D,1,0.99,same,False
569,569,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#34,B,4,563,2024年上半年,34,B,2,0.99,same,False
570,570,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#35,A,4,564,2024年上半年,35,A,4,0.99,same,False
571,571,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#36,B,4,565,2024年上半年,36,B,4,0.99,same,False
572,572,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#37,C,4,566,2024年上半年,37,C,1,0.99,same,False
573,573,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#38,A,4,567,2024年上半年,38,A,4,0.99,same,False
574,574,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#39,B,4,568,2024年上半年,39,B,1,0.99,same,False
575,575,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#40,C,4,569,2024年上半年,40,C,1,0.99,same,False
576,576,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#41,A,4,570,2024年上半年,41,A,1,0.99,same,False
577,577,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#42,D,4,571,2024年上半年,42,D,1,0.99,same,False
578,578,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#43,B,4,572,2024年上半年,43,B,4,0.99,same,False
579,579,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#44,C,4,573,2024年上半年,44,C,1,0.99,same,False
580,580,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#45,C,4,574,2024年上半年,45,C,4,0.99,same,False
581,581,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#46,A,4,575,2024年上半年,46,A,1,0.99,same,False
582,582,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#47,D,4,651,2024年上半年,47,D,4,0.99,same,False
583,583,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#48,B,4,577,2024年上半年,48,B,4,0.99,same,False
584,584,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#49,C,4,578,2024年上半年,49,C,1,0.99,same,False
585,585,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#50,B,4,579,2024年上半年,50,B,4,0.99,same,False
586,586,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#51,D,4,580,2024年上半年,51,D,4,0.99,same,False
587,587,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#52,A,4,581,2024年上半年,52,A,1,0.99,same,False
588,588,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#53,C,4,582,2024年上半年,53,C,1,0.99,same,False
589,589,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#54,B,4,583,2024年上半年,54,B,4,0.99,same,False
590,590,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#55,B,4,584,2024年上半年,55,B,1,0.99,same,False
591,591,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#56,C,4,585,2024年上半年,56,C,4,0.99,same,False
592,592,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#57,D,4,586,2024年上半年,57,D,5,0.99,same,False
593,593,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#58,B,4,587,2024年上半年,58,B,1,0.99,same,False
594,594,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#59,C,4,588,2024年上半年,59,C,1,0.99,same,False
595,595,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#60,D,4,589,2024年上半年,60,D,1,0.99,same,False
596,596,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#61,A,4,608,2024年上半年,4,C,1,0.303,mismatch,True
597,597,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#62,C,4,591,2024年上半年,62,C,4,0.99,same,False
598,598,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#63,A,4,592,2024年上半年,63,A,4,0.99,same,False
599,599,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#64,A,4,593,2024年上半年,64,A,3,0.99,same,False
600,600,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#65,C,4,594,2024年上半年,65,C,4,0.99,same,False
601,601,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#66,A,4,595,2024年上半年,66,A,4,0.99,same,False
602,602,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#67,C,4,596,2024年上半年,67,C,1,0.99,same,False
603,603,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#68,A,4,599,2024年上半年,70,A,1,0.99,same,False
604,604,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#69,B,4,600,2024年上半年,71,B,4,0.99,same,False
605,605,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#70,B,4,601,2024年上半年,72,B,4,0.99,same,False
606,606,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#71,B,4,602,2024年上半年,73,B,1,0.99,same,False
607,607,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#72,D,4,603,2024年上半年,74,D,1,0.99,same,False
